day,metric
2022-10-31,92265.60999328614
2023-01-13,144774.47002380367
2023-03-12,151219.3200085449
2023-03-20,116845.4500201416
2023-04-14,190350.52998870847
2023-04-23,135048.83001098633
2023-05-24,152585.8999963379
2023-05-27,139973.72998565674
2023-06-05,101901.6200089264
2023-07-09,126963.76001335152
2021-10-07,174098.91000457774
2021-12-08,176437.06000579838
2021-12-13,99098.1800036621
2021-12-29,169741.94000183107
2022-01-02,127363.1500017548
2022-01-23,73573.27000328065
2022-02-15,120755.93999664308
2022-03-04,210092.5700001525
2022-03-19,181430.14000244145
2022-04-03,156787.01999855044
2022-04-09,168481.1999993897
2022-05-23,101503.13999696734
2022-10-13,156210.72001777656
2022-11-05,115331.02999015812
2022-11-21,84482.68001281735
2023-02-01,129757.03002304076
2023-02-05,124321.24002792365
2023-03-07,137120.95000457758
2023-03-13,120890.29001617436
2023-05-02,125877.38000335691
2023-05-22,97481.87001213072
2023-05-29,89171.05999916079
2023-06-08,169776.10001930234
2023-07-07,167551.18003265385
2023-07-11,111364.46999847407
2023-08-10,171039.10003303527
2023-09-20,162429.26002395636
2023-10-07,157190.47000000003
2021-11-30,116526.07000000002
2022-03-20,146814.7100036622
2022-07-27,192727.14999694843
2022-08-07,112194.96999984737
2022-08-25,144208.85998802184
2022-10-01,128687.42002731327
2022-10-08,133458.32999702456
2022-11-26,124119.34000373849
2022-12-29,137274.54003738405
2022-12-31,123573.50001602167
2023-03-03,199758.3099971008
2023-03-14,125181.9999926758
2023-04-09,134115.15999618528
2023-06-24,135180.54002601624
2023-07-12,175364.3499941254
2023-08-11,160944.39000549316
2023-08-12,147016.14001968387
2023-08-19,141139.6600102234
2023-08-25,163464.390059433
2023-08-31,171376.3299861908
2023-09-06,174431.2299969482
2023-09-18,102985.09999855045
2023-09-25,100628.11997917177
2022-09-06,102423.80999832148
2022-11-09,143162.63000656126
2023-10-21,156932.84000000003
2021-09-27,116865.11999725344
2021-10-27,171476.080000763
2021-12-25,78006.44000045778
2021-12-30,155576.94999359135
2022-01-22,113056.09999832152
2022-03-17,206721.36999961853
2022-04-14,193160.1300105286
2022-04-15,191719.5300009156
2022-05-15,121973.77000790596
2022-06-07,105531.38000188352
2022-06-10,165511.57999552725
2022-07-12,102472.28998809814
2022-07-15,153245.94997497558
2022-09-14,146844.73001327517
2022-11-07,84047.82000320435
2023-01-28,105253.45998535154
2023-04-28,198330.63999710092
2023-04-29,175534.0600067902
2023-07-28,154831.68995986937
2023-08-09,171983.71003868102
2023-08-30,177819.29005371092
2023-10-02,100516.97
2021-11-24,164952.73000034332
2021-12-22,161054.20999847417
2022-01-28,161848.48999679563
2022-04-23,177005.57000701904
2022-07-04,81711.3300037384
2022-08-15,90835.65999427794
2022-09-02,140786.8099989319
2022-10-05,121808.88000953672
2022-11-20,104227.290010376
2023-01-05,141675.5100000763
2023-01-18,145302.46000198368
2023-02-21,120023.53000030524
2023-03-05,140555.65999511714
2023-03-08,198756.53003356932
2023-04-30,155425.35998847964
2023-06-27,103021.7100151062
2023-07-17,97035.2499936676
2023-09-01,169722.69003288265
2023-09-11,95550.40001617432
2023-09-23,130016.79001716612
2023-10-17,121321.9199969482
2021-12-02,163821.8800082397
2022-01-27,157094.72000907897
2022-04-24,143796.6299871827
2022-05-16,109479.82000043866
2022-06-22,162115.57998046878
2022-06-26,108555.48001419066
2022-08-26,147048.46001937863
2022-09-01,157475.48000885008
2022-12-06,100666.99001434328
2022-12-09,122059.50000823976
2023-02-24,183115.9400305176
2023-03-28,125967.39002456664
2023-03-29,198364.43001586915
2023-06-04,134007.3599923706
2023-06-07,186729.27004066476
2023-07-10,103873.67002937318
2023-07-13,161323.21002006534
2023-07-14,165178.93000816338
2023-10-08,131285.919994812
2022-08-06,136034.2200093842
2023-02-06,102366.10999427795
2023-10-03,108297.3399960327
2023-10-16,102884.8
2021-10-15,179960.6300027466
2021-12-14,113205.98999755862
2021-12-16,169288.61000885008
2022-02-03,178960.14000499726
2022-08-18,142305.3099919128
2022-08-22,90748.4200063324
2022-08-30,106935.5300099945
2022-09-24,131458.6800231934
2022-11-14,92534.10999969485
2023-01-10,102648.88002372744
2023-02-07,123963.78001777647
2023-03-16,180762.6500030517
2023-04-04,126385.29001892087
2023-05-08,103326.4999951172
2023-06-03,157944.46002136235
2023-07-22,139058.53999412537
2023-09-13,165926.78005538945
2023-09-22,151723.69004776
2021-09-29,182350.2099963379
2021-12-12,120434.03000183112
2022-01-29,132678.96000518804
2022-02-05,158419.8200019837
2022-06-06,100332.26000076772
2022-08-03,115190.79001209258
2022-08-09,101418.15000427244
2022-08-28,103935.45000488283
2022-10-10,91890.2300249481
2022-12-24,65523.839999847376
2023-03-01,256472.750035324
2023-06-13,106169.5700259399
2023-08-04,161868.420016861
2023-07-03,99614.28999923708
2022-10-21,143208.95998245236
2021-10-10,132648.18999999997
2021-10-16,151986.64000000004
2021-11-20,155464.45000122074
2021-12-04,151929.37999999998
2022-01-01,152607.99999664308
2022-01-16,124517.25000175471
2022-02-28,142640.37000015262
2022-03-21,119884.14000930784
2022-03-26,176286.69998641973
2022-04-16,174257.7799891662
2022-04-26,124915.42000053408
2022-05-28,148091.43999003884
2022-06-04,152405.79999611853
2022-06-23,166514.17001480103
2022-06-30,166823.90001510625
2022-07-06,164744.7900093079
2022-08-04,149560.47999847415
2022-09-16,146507.84000396729
2022-09-21,155355.29997055058
2022-11-02,144080.5000125122
2023-01-01,96126.83001472472
2023-01-25,107340.47000183104
2023-02-14,109351.43001197814
2023-04-06,183725.9599954224
2023-06-10,151762.69998893733
2023-06-14,189495.6300445557
2023-10-22,135436.82
2022-01-07,162001.81999626168
2022-09-11,108898.23000579837
2021-10-13,176798.92000244145
2021-10-29,178545.04000213623
2021-11-09,118808.20999816892
2021-12-03,170425.19000915528
2022-02-14,107217.23000305177
2022-05-01,149272.000004654
2022-08-05,140489.6600217438
2022-08-10,159706.48000038145
2022-09-12,93618.6900088501
2022-09-23,149312.9800167847
2022-09-25,111411.26001861568
2022-11-12,123645.40000564572
2022-12-23,113212.60001579284
2023-01-06,132192.33001235966
2023-02-17,172120.07999919896
2023-05-30,121124.57000099184
2023-05-31,192483.8799855041
2023-06-09,174919.8299399566
2023-07-05,172020.81004516606
2023-08-22,116389.14001144408
2023-09-02,141258.3600265503
2023-09-27,158711.1800414276
2023-10-06,179668.83000732423
2021-11-11,174045.6699990845
2021-11-29,99484.2799975586
2022-02-02,176059.41999805457
2022-02-18,190428.1400009156
2022-04-29,193578.86999755865
2022-05-17,110648.25999961374
2022-06-18,142436.69001190187
2022-07-16,130779.79000885012
2022-07-20,153184.00000213622
2022-09-04,107094.319992981
2022-09-10,122970.46000083924
2022-09-17,128568.15999870302
2022-12-16,135992.1600167849
2022-12-27,87513.09999610901
2023-02-19,144402.6499964523
2023-03-17,179985.22998710634
2023-03-18,158176.84002853394
2023-04-08,159399.3199917603
2023-04-18,128302.66002204898
2023-04-24,116482.3700260925
2023-05-03,191707.23000358584
2023-05-26,162361.68000358576
2023-06-30,186912.9400457764
2023-07-16,124723.00000755306
2023-09-17,107134.05002204892
2023-10-10,123469.36999999997
2023-04-17,120256.3400279236
2021-10-09,161248.64999572758
2021-10-26,113122.61999938966
2021-11-03,176993.45000106815
2021-11-27,142741.35000579836
2021-12-01,176481.240003357
2021-12-05,132584.62999938958
2022-01-31,121914.76000122073
2022-07-26,104244.45999893192
2022-10-04,96905.86001754762
2022-10-20,139945.41000770574
2022-10-23,98498.78000930788
2022-11-24,124302.04000762934
2022-12-01,140640.12000488283
2022-12-28,136059.18002723693
2023-02-28,148250.07000640873
2023-03-06,123419.17002944952
2023-04-02,148720.12004676816
2023-04-15,159118.92002601625
2023-04-26,190342.4700095368
2023-05-01,119507.60001312252
2023-05-25,168998.20000930785
2023-07-01,163512.8200230408
2023-09-30,152027.3800256348
2023-10-05,180061.60000000006
2021-12-28,102505.97000236512
2021-09-24,185520.65999786372
2021-10-28,177054.04000946044
2021-11-08,102529.44999603272
2021-12-11,133609.51999664315
2021-12-20,96989.67999969484
2021-12-31,158181.3699971772
2022-01-15,146617.1900082398
2022-02-11,185661.21999870305
2022-02-20,150063.7999996949
2022-03-10,211514.85999969483
2022-04-27,188678.3799993801
2022-07-30,139184.2200062561
2022-08-08,94122.19999298095
2022-08-16,100245.22999633788
2022-10-09,117135.80000007624
2023-01-23,80264.4199920654
2023-02-03,162486.4499992371
2023-02-08,182569.25001609803
2023-02-23,195244.7800050354
2023-02-25,170669.2800260162
2023-03-11,172077.90002716062
2023-06-12,99862.53998321532
2023-07-31,112489.9300176239
2023-09-24,106587.53004508972
2023-10-11,175662.23
2021-10-20,178712.79999755864
2022-01-11,112508.78000011464
2022-05-07,164758.33999992372
2022-07-22,142727.33999656682
2022-08-11,147583.09001640326
2022-10-30,179781.73000183108
2022-12-19,76536.25002319337
2023-01-08,97987.00000694276
2023-02-10,166802.6700033569
2023-04-07,168507.7900187683
2023-06-17,136620.8700275421
2023-07-19,170190.37002746583
2023-09-15,152237.22003585813
2022-10-17,94891.78000541686
2023-10-18,171791.58000000002
2021-09-30,184118.9500009155
2021-10-30,163600.64999908447
2021-12-07,109050.30000122068
2022-03-18,208873.09000732424
2022-04-11,129287.02000305172
2022-04-25,111534.07000442504
2022-07-02,134928.2400289917
2022-08-19,145883.84002525324
2022-10-22,120524.7500151062
2022-10-24,84495.62000427247
2022-11-17,137890.56001708985
2023-01-26,132275.28002777105
2023-01-30,105604.790006485
2023-04-11,124743.2699886322
2023-05-12,181749.1199809265
2023-05-14,137017.1700100708
2023-06-21,204605.150050354
2023-10-01,130009.95000000004
2023-02-04,133501.2500003052
2023-10-20,184063.09000000008
2021-10-21,177604.60999511724
2021-11-14,138874.34999656677
2022-03-02,285539.8500003052
2022-03-06,168198.4600031281
2022-04-19,135776.08999633786
2022-09-22,156102.1900126648
2022-09-30,159003.7099971771
2022-11-18,131992.58000038145
2022-12-04,107087.03002410888
2022-12-10,118259.01999717712
2023-01-12,147706.60001014709
2023-01-31,107228.61002464293
2023-02-27,124221.70001174924
2023-04-19,187380.9700340271
2023-05-17,202257.96000396728
2023-06-11,133670.6400267029
2023-06-18,119027.54000358583
2023-06-22,167316.0100218201
2023-08-06,129171.39997871403
2023-08-14,104235.91001197817
2023-09-05,109694.79002601624
2023-10-04,138603.09
2023-10-12,169411.63999664306
2023-10-13,169184.37
2023-09-03,120307.3200142288
2021-09-25,166937.64000122072
2021-10-22,180381.0800013734
2022-01-06,154203.05999572753
2022-03-16,205765.1400093841
2022-04-02,170383.85999206544
2022-05-10,117898.00000320432
2022-06-15,163864.49999857423
2022-07-09,123309.6800134278
2022-08-01,95506.98000640872
2022-08-02,100614.68999816892
2022-08-17,149300.01002380374
2022-10-15,123733.33000236512
2022-12-05,91246.82000144957
2022-12-21,134950.8300183106
2022-12-25,67417.08002395628
2023-03-15,195881.1299951172
2023-03-24,173554.78003814694
2023-03-26,133140.49002212522
2023-05-23,105523.86999969478
2023-06-02,183093.560034256
2023-07-25,117618.4100347138
2023-08-18,159050.24999588006
2023-09-21,160420.9700238037
2022-05-31,114485.36999342917
2021-10-18,104683.9200036621
2021-10-05,103568.51000701904
2022-01-24,88413.68999824523
2022-03-27,147094.38999725343
2022-04-10,152154.94000549326
2022-05-06,180137.04999786385
2022-05-09,114741.70999748228
2022-07-17,111656.62001502993
2022-09-28,156545.59999816894
2022-10-02,111698.06001762388
2022-12-11,88854.06000854491
2022-12-13,95074.09002998356
2023-03-23,177376.1999731446
2023-03-25,145562.49997077946
2023-03-31,194815.69000411988
2023-04-13,198023.5100137329
2023-05-16,121473.81000183104
2023-07-27,162945.03999206546
2023-08-28,101136.1000281382
2023-09-09,135796.73998535154
2023-09-12,107807.80004180908
2023-10-19,174298.47999999995
